"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11"
"2747002748";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2800108584";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2800134259";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2800134267";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2800135522";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2800135565";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2800135719";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2800135727";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2803616998";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2830207904";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2841469824";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2842190009";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2842611462";"2020101653";"202011528X";"20202006935";"20203119888";"2020564777";"2070386023";"2070394956";"2070404587";"2070404706";"2253030570";"2253171670"
"2864322102";"2864322102";"8437606322";"8466300821";"8478442588";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794"
"2868696627";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2869304129";"2020101653";"202011528X";"20202006935";"20203119888";"2020564777";"2070386023";"2070394956";"2070404587";"2070404706";"2253030570";"2253171670"
"2869304560";"2020101653";"202011528X";"20202006935";"20203119888";"2020564777";"2070386023";"2070394956";"2070404587";"2070404706";"2253030570";"2253171670"
"2869304870";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2869305583";"2020101653";"202011528X";"20202006935";"20203119888";"2020564777";"2070386023";"2070394956";"2070404587";"2070404706";"2253030570";"2253171670"
"2878580753";"0713628944";"1853260665";"2070414256";"2070419657";"2253063339";"2253137243";"2253144452";"2253152072";"226612269X";"2702400612";"2702401694"
"2890510328";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2895400644";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2907572121";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"290757213X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"2907572458";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3100970616";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3125785006";"3125785006";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3257008155";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3257060580";"3257060580";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3257062354";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3257200552";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3257218516";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3257224281";"3257224281";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3257227264";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3257228007";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3257228317";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"329300301X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3379015180";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3404122879";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3404126343";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3404131606";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3404139178";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3404143299";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3404145909";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3404147723";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3404148576";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3404182928";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3404611306";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3404614542";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3404921178";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"340645724X";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3419528078";"3419528078";"3423118709";"3453034120";"3772420176";"3806852456";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195"
"3423071516";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3423084049";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3423100424";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"342310538";"342310538";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3423111321";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3423118709";"3419528078";"3423118709";"3453034120";"3772420176";"3806852456";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195"
"3423128879";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"342313075X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3423201509";"0141011904";"3423201509";"3423206616";"344242529";"3446200452";"349223903X";"3499231603";"3704320196";"3886807843";"360893541X";"3608935428"
"3423202327";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3423204885";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3423205806";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3423206616";"0141011904";"3423201509";"3423206616";"344242529";"3446200452";"349223903X";"3499231603";"3704320196";"3886807843";"360893541X";"3608935428"
"3426029553";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3426192543";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3426193310";"3426193310";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3426615355";"3426615355";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3426622610";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"342662429";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3426671298";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3426690179";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3426702266";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"342677609X";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3440054594";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442054753";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442096596";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442131340";"0006379702";"3442131340";"3548603203";"000225669X";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"3442136644";"3442136644";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"344215121X";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3442413508";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3442421357";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442422035";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3442424216";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"344242529";"0141011904";"3423201509";"3423206616";"344242529";"3446200452";"349223903X";"3499231603";"3704320196";"3886807843";"360893541X";"3608935428"
"3442425573";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442430496";"0075536498";"0099287692";"0099845008";"0330262130";"0385720920";"0553262505";"3442430496";"3442446325";"3453171500";"3464371506";"000225669X"
"3442435773";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3442435838";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442437407";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442437717";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3442440777";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442441080";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3442442796";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442443806";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3442444020";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3442446325";"0075536498";"0099287692";"0099845008";"0330262130";"0385720920";"0553262505";"3442430496";"3442446325";"3453171500";"3464371506";"000225669X"
"3442446414";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3442448530";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3442449820";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3442451353";"3442451353";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3442455707";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442723078";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3442727073";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3446200452";"0141011904";"3423201509";"3423206616";"344242529";"3446200452";"349223903X";"3499231603";"3704320196";"3886807843";"360893541X";"3608935428"
"3446202102";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453009304";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453034120";"3419528078";"3423118709";"3453034120";"3772420176";"3806852456";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195"
"3453042905";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453061187";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453071174";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453073398";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453092007";"0380711524";"3453092007";"3453213025";"N3453124715";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794"
"345309221X";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3453108361";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3453115783";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453126912";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453127013";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453130901";"3257218516";"3404126343";"3404139178";"3404143299";"340645724X";"3426192543";"3442443806";"345309221X";"3453108361";"3453130901";"3809410357"
"3453132041";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3453132262";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453137442";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3453150538";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453157745";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453171500";"0075536498";"0099287692";"0099845008";"0330262130";"0385720920";"0553262505";"3442430496";"3442446325";"3453171500";"3464371506";"000225669X"
"3453176944";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453185137";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453185323";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453211014";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453213025";"0380711524";"3453092007";"3453213025";"N3453124715";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794"
"3453870190";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3453877241";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3455077331";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3462026062";"3462026062";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3464371506";"0075536498";"0099287692";"0099845008";"0330262130";"0385720920";"0553262505";"3442430496";"3442446325";"3453171500";"3464371506";"000225669X"
"347354034X";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3478387507";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3480204015";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"349202436X";"349202436X";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3492045170";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3492224628";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3492224768";"3492224768";"3596122279";"3596147700";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X"
"3492226604";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3492230814";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3492231322";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3492232000";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3492238882";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"349223903X";"0141011904";"3423201509";"3423206616";"344242529";"3446200452";"349223903X";"3499231603";"3704320196";"3886807843";"360893541X";"3608935428"
"3499101505";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"349912176X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3499121808";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3499134004";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3499153629";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"349915398X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3499221489";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3499222213";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3499228297";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3499230933";"0553572369";"3499230933";"3596151465";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X"
"3499231603";"0141011904";"3423201509";"3423206616";"344242529";"3446200452";"349223903X";"3499231603";"3704320196";"3886807843";"360893541X";"3608935428"
"3499232529";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3499233436";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"349926028X";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3499263998";"3499263998";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3499264528";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3499433443";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3502513333";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3502517371";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3502551685";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3506464078";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3517017442";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3518408127";"3518408127";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3522149904";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3545202461";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3548208975";"3548208975";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845";"0060930187"
"3548359698";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3548602967";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3548603203";"0006379702";"3442131340";"3548603203";"000225669X";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X";"0060542845"
"3550075359";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"3551551677";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3551551685";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3551551693";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3551551936";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3596119502";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3596122279";"3492224768";"3596122279";"3596147700";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X"
"3596125006";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3596129389";"000225669X";"0006379702";"000651118X";"0006511929";"002542730X";"00273755";"0060002484";"0060011939";"0060094117";"0060096195";"0060505885"
"3596147700";"3492224768";"3596122279";"3596147700";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X"
"3596151465";"0553572369";"3499230933";"3596151465";"000225669X";"0006379702";"000651118X";"002542730X";"00273755";"0060096195";"0060517794";"006054094X"
"3596154766";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
"359621078X";"3257200552";"3404145909";"3404148576";"3404921178";"3423071516";"3426029553";"3426671298";"344215121X";"3442413508";"3442422035";"3442435773"
"3596214629";"3100970616";"3257062354";"3423128879";"3423202327";"342677609X";"3442727073";"3453132041";"3478387507";"3492045170";"3492230814";"3545202461"
